donation_id,donor_id,project_id,donation_date,amount,payment_method,status,donation_comment
321,132,35,2021-11-05 06:34:59,2986613,CARD,REFUNDED,Corporate social responsibility
322,420,80,2023-01-23 11:20:39,287229,CASH,PENDING,In memory of a loved one
323,558,152,2020-04-28 04:02:48,2968197,BANK_TRANSFER,PENDING,Corporate social responsibility
324,339,286,2024-07-04 22:51:04,912723,BANK_TRANSFER,RECEIVED,Happy to support
325,407,212,2021-01-25 19:21:13,2048548,BANK_TRANSFER,RECEIVED,Quarterly donation
326,1025,89,2022-03-13 14:13:33,2327677,BANK_TRANSFER,REFUNDED,Keep up the great work!
327,605,68,2022-04-09 16:01:24,1728191,CARD,RECEIVED,Honored to contribute
328,586,220,2021-08-19 12:52:56,2241483,BANK_TRANSFER,PENDING,In honor of International Day
329,185,150,2021-05-27 07:50:31,173796,CARD,RECEIVED,For the children's program
330,129,256,2024-11-09 22:19:41,1210944,CASH,RECEIVED,Honored to contribute
331,978,228,2022-02-10 02:04:28,2224735,CARD,PENDING,Tax-deductible contribution
332,869,98,2022-12-16 09:16:18,2765671,BANK_TRANSFER,RECEIVED,Environmental conservation
333,466,234,2023-03-07 22:32:12,781381,BANK_TRANSFER,REFUNDED,Supporting women's empowerment
334,1122,299,2024-04-25 18:08:56,2371671,CARD,REFUNDED,For healthcare services
335,1102,191,2024-11-15 05:32:39,2001495,BANK_TRANSFER,PENDING,Happy to support
336,517,128,2024-02-18 07:57:24,2265482,CASH,PENDING,Regular monthly donation
337,574,75,2021-08-27 06:00:11,2640889,BANK_TRANSFER,PENDING,Tax-deductible contribution
338,447,223,2021-01-01 04:41:52,2158424,CASH,PENDING,For clean water initiative
339,920,116,2022-04-07 13:53:00,1266128,BANK_TRANSFER,PENDING,Matching donation program
340,331,151,2024-07-12 00:12:33,2881871,CASH,REFUNDED,In honor of International Day
341,995,203,2021-05-17 18:39:41,2441255,CARD,PENDING,Happy to support
342,268,229,2024-01-08 01:56:15,909746,BANK_TRANSFER,RECEIVED,Tax-deductible contribution
343,646,18,2022-05-24 02:56:14,1847314,CASH,PENDING,In honor of International Day
344,383,250,2023-04-07 06:33:31,2169502,CASH,REFUNDED,Youth programs support
345,873,199,2024-09-19 20:21:03,609021,CASH,REFUNDED,For the children's program
346,897,61,2024-01-16 19:05:47,124832,BANK_TRANSFER,REFUNDED,In support of your excellent work
347,241,76,2022-08-18 17:56:41,649502,CASH,RECEIVED,Matching donation program
348,370,219,2022-11-04 00:56:01,322007,CASH,RECEIVED,Keep up the great work!
349,214,300,2021-10-23 00:07:15,2328140,CARD,PENDING,Supporting community development
350,1100,46,2020-12-06 15:37:03,444034,BANK_TRANSFER,RECEIVED,For emergency relief
351,838,170,2022-03-21 20:30:59,725116,CASH,REFUNDED,Supporting community development
352,586,278,2024-09-03 18:26:45,1123736,BANK_TRANSFER,RECEIVED,Corporate social responsibility
353,260,85,2020-04-10 10:27:23,1348057,CARD,PENDING,Supporting community development
354,597,282,2022-10-28 15:05:24,2815896,CARD,RECEIVED,Supporting women's empowerment
355,1101,256,2024-02-18 05:17:55,2013657,CARD,PENDING,Honored to contribute
356,156,217,2022-11-26 11:38:06,248810,CASH,PENDING,Quarterly donation
357,920,82,2023-01-05 20:05:40,1965979,CARD,PENDING,Regular monthly donation
358,1032,204,2022-11-22 06:29:33,2914212,BANK_TRANSFER,PENDING,For healthcare services
359,696,145,2023-02-19 03:41:04,1119411,CASH,RECEIVED,Youth programs support
360,515,300,2021-04-23 04:12:25,1627043,CARD,PENDING,Tax-deductible contribution
361,57,279,2022-04-10 13:03:18,946964,CASH,RECEIVED,Honored to contribute
362,226,269,2024-01-19 08:11:43,2126677,BANK_TRANSFER,PENDING,Corporate social responsibility
363,907,242,2023-03-13 16:59:18,435440,BANK_TRANSFER,PENDING,Annual contribution
364,305,137,2024-12-11 13:02:59,1428138,BANK_TRANSFER,REFUNDED,For clean water initiative
365,43,191,2020-05-05 07:25:54,1681843,BANK_TRANSFER,PENDING,In support of your excellent work
366,933,56,2020-07-20 17:30:54,2587459,CASH,REFUNDED,Supporting women's empowerment
367,1172,70,2024-01-01 19:20:00,97419,CARD,REFUNDED,For the children's program
368,1158,274,2022-07-03 00:34:48,102143,CASH,RECEIVED,Regular monthly donation
369,30,9,2020-05-08 02:18:33,2383069,BANK_TRANSFER,RECEIVED,In honor of International Day
370,183,261,2020-09-01 06:07:38,296565,CASH,PENDING,For emergency relief
371,924,92,2024-02-02 00:24:24,2144868,CASH,PENDING,Keep up the great work!
372,230,28,2023-09-27 10:19:41,2142402,CASH,RECEIVED,Quarterly donation
373,690,45,2021-01-01 07:36:49,2745294,CARD,REFUNDED,Supporting community development
374,674,267,2020-05-15 20:33:13,2016184,CARD,REFUNDED,Keep up the great work!
375,162,79,2020-09-20 10:04:26,2631850,CARD,REFUNDED,Honored to contribute
376,905,30,2023-03-07 02:10:39,75006,BANK_TRANSFER,REFUNDED,In memory of a loved one
377,365,104,2022-12-25 20:45:04,1831699,BANK_TRANSFER,RECEIVED,Youth programs support
378,527,85,2022-01-05 05:47:33,583223,BANK_TRANSFER,PENDING,Supporting women's empowerment
379,1144,215,2022-01-08 19:09:51,2454831,BANK_TRANSFER,REFUNDED,Honored to contribute
380,317,207,2021-05-02 13:11:50,2868126,CARD,RECEIVED,Environmental conservation
381,242,184,2024-01-15 08:08:35,2156058,CASH,REFUNDED,Tax-deductible contribution
382,138,232,2021-07-23 20:06:24,1583594,CARD,REFUNDED,Quarterly donation
383,462,11,2020-07-08 09:43:12,1237831,CASH,REFUNDED,Corporate social responsibility
384,767,143,2020-04-03 11:43:50,559634,BANK_TRANSFER,REFUNDED,Corporate social responsibility
385,207,167,2024-08-27 15:11:16,2127917,BANK_TRANSFER,REFUNDED,Supporting community development
386,1076,56,2022-07-22 11:33:46,331951,CARD,RECEIVED,Matching donation program
387,588,194,2020-12-19 13:12:12,618614,CARD,PENDING,Keep up the great work!
388,593,50,2020-04-02 11:45:14,105932,CASH,RECEIVED,For emergency relief
389,858,60,2020-04-27 09:47:11,2354961,CARD,RECEIVED,Matching donation program
390,370,4,2023-07-05 01:11:24,2141483,CASH,REFUNDED,For healthcare services
391,267,176,2022-05-06 14:09:21,2086831,CASH,RECEIVED,In honor of International Day
392,813,187,2023-01-02 04:47:47,527503,CASH,PENDING,Corporate social responsibility
393,176,240,2020-03-28 21:24:12,819844,BANK_TRANSFER,RECEIVED,Regular monthly donation
394,443,270,2023-07-01 23:13:06,1225508,CARD,RECEIVED,Quarterly donation
395,430,213,2021-04-16 18:29:28,764235,CASH,RECEIVED,In memory of a loved one
396,57,281,2021-10-16 15:23:29,2489918,CASH,RECEIVED,Regular monthly donation
397,1081,205,2021-01-12 22:24:58,1062722,BANK_TRANSFER,REFUNDED,In support of your excellent work
398,621,236,2021-04-20 15:25:28,56733,CASH,RECEIVED,Annual contribution
399,1162,261,2021-10-15 17:09:59,1105314,CARD,PENDING,For healthcare services
400,1086,229,2020-09-03 05:17:04,1310693,CASH,REFUNDED,Tax-deductible contribution
401,16,273,2024-12-12 02:59:38,1891851,CASH,PENDING,Keep up the great work!
402,633,95,2023-02-10 15:31:03,1684557,CASH,REFUNDED,Youth programs support
403,459,102,2022-02-12 12:34:10,1390757,CARD,RECEIVED,Matching donation program
404,869,209,2022-01-09 17:39:53,1212736,CARD,RECEIVED,For the children's program
405,36,239,2024-09-18 17:49:56,1520818,CARD,REFUNDED,Regular monthly donation
406,1118,36,2022-08-24 15:31:28,726090,BANK_TRANSFER,REFUNDED,In honor of International Day
407,534,201,2020-04-16 16:48:22,755039,CARD,RECEIVED,In honor of International Day
408,1058,254,2023-02-03 10:31:54,140628,CARD,REFUNDED,In honor of International Day
409,451,254,2023-10-28 14:33:09,1115434,CASH,PENDING,In honor of International Day
410,1013,186,2021-06-10 18:49:41,1787047,CARD,RECEIVED,Environmental conservation
411,396,116,2021-12-12 12:50:07,1189667,CASH,PENDING,Corporate social responsibility
412,444,100,2020-06-01 21:02:07,2193781,CARD,PENDING,For clean water initiative
413,214,238,2022-11-20 11:20:13,67280,BANK_TRANSFER,REFUNDED,Environmental conservation
414,826,46,2024-08-04 14:05:34,2613115,CARD,RECEIVED,Environmental conservation
415,1173,156,2022-10-14 09:00:07,2450548,CARD,RECEIVED,For emergency relief
416,71,231,2021-03-05 08:24:21,2851431,BANK_TRANSFER,PENDING,For clean water initiative
417,1061,10,2020-01-20 01:57:32,374061,CASH,PENDING,Quarterly donation
418,93,131,2022-06-06 02:42:10,2956665,BANK_TRANSFER,REFUNDED,Regular monthly donation
419,402,95,2023-05-09 23:11:05,1128383,BANK_TRANSFER,REFUNDED,Quarterly donation
420,516,126,2024-04-10 11:24:03,650164,CARD,PENDING,Supporting women's empowerment
421,764,1,2023-04-24 01:22:02,362293,BANK_TRANSFER,REFUNDED,For emergency relief
422,1036,148,2021-05-16 10:32:24,1319798,BANK_TRANSFER,PENDING,In honor of International Day
423,1002,185,2024-09-13 14:24:42,2370808,CARD,PENDING,Supporting community development
424,711,107,2024-12-05 22:27:18,2619319,CARD,PENDING,Happy to support
425,597,216,2020-05-16 18:36:07,1992306,BANK_TRANSFER,PENDING,Quarterly donation
426,332,79,2023-10-09 00:04:19,2304263,CARD,PENDING,Tax-deductible contribution
427,389,19,2024-06-19 07:41:52,2385378,CARD,PENDING,Regular monthly donation
428,531,229,2022-02-02 20:26:32,890156,CARD,PENDING,Matching donation program
429,404,132,2020-11-06 12:43:02,438309,CASH,REFUNDED,Regular monthly donation
430,316,36,2020-04-17 12:32:46,745698,CASH,RECEIVED,Matching donation program
431,756,100,2023-12-27 20:12:49,2690078,CARD,PENDING,Matching donation program
432,638,98,2020-08-20 09:19:35,158103,CARD,RECEIVED,Keep up the great work!
433,1082,108,2024-01-26 08:31:06,1998721,CASH,REFUNDED,Matching donation program
434,755,276,2022-04-18 19:50:16,313784,CASH,RECEIVED,Honored to contribute
435,431,282,2021-09-08 23:00:28,94180,CASH,RECEIVED,For emergency relief
436,107,103,2024-12-23 14:16:04,2487184,BANK_TRANSFER,PENDING,In memory of a loved one
437,494,156,2020-12-16 08:13:46,1361486,CARD,REFUNDED,Corporate social responsibility
438,260,154,2022-07-11 12:31:46,77575,CARD,PENDING,In support of your excellent work
439,492,198,2022-04-15 03:10:56,914997,CARD,PENDING,Matching donation program
440,833,269,2020-05-06 02:21:37,2183623,CASH,REFUNDED,Honored to contribute
441,1188,23,2024-08-26 04:56:34,775694,BANK_TRANSFER,PENDING,For healthcare services
442,998,52,2024-10-09 06:13:35,100501,CARD,PENDING,Supporting women's empowerment
443,533,84,2021-05-17 20:57:06,1874605,CARD,RECEIVED,Youth programs support
444,931,58,2024-08-07 16:47:54,2049301,CASH,PENDING,In memory of a loved one
445,806,153,2022-09-13 17:32:54,1769877,CASH,REFUNDED,For the children's program
446,1122,262,2023-11-19 03:51:07,2000492,CARD,RECEIVED,Environmental conservation
447,215,13,2023-05-28 05:52:14,625111,CASH,REFUNDED,In honor of International Day
448,7,20,2020-10-02 03:55:51,1949892,CARD,PENDING,Honored to contribute
449,73,195,2021-03-17 16:11:14,1508071,BANK_TRANSFER,REFUNDED,Honored to contribute
450,59,162,2022-12-28 17:02:38,1886616,CASH,RECEIVED,Supporting women's empowerment
451,773,244,2021-10-04 08:15:19,2685038,BANK_TRANSFER,REFUNDED,Corporate social responsibility
452,17,29,2022-05-12 18:09:48,2493427,BANK_TRANSFER,REFUNDED,Corporate social responsibility
453,1058,196,2023-06-08 03:11:19,1766640,CASH,RECEIVED,Annual contribution
454,13,26,2021-07-04 19:45:35,1738635,CARD,PENDING,For healthcare services
455,791,16,2023-11-08 01:58:57,165505,CASH,REFUNDED,Environmental conservation
456,699,186,2020-05-04 06:17:23,1124641,CARD,REFUNDED,For the children's program
457,339,167,2020-01-06 07:51:31,1717987,CARD,RECEIVED,For emergency relief
458,1086,87,2023-06-03 07:32:45,2613895,CASH,RECEIVED,For clean water initiative
459,552,219,2022-06-23 06:41:44,899573,BANK_TRANSFER,PENDING,Honored to contribute
460,233,157,2024-05-23 10:41:21,1842432,CASH,RECEIVED,In memory of a loved one
461,755,239,2022-09-16 00:08:39,610070,BANK_TRANSFER,PENDING,For emergency relief
462,56,87,2023-06-10 17:26:53,1775588,CASH,PENDING,Quarterly donation
463,992,246,2020-02-16 12:56:13,2620760,CARD,PENDING,Annual contribution
464,658,284,2024-07-23 15:26:14,1315605,CASH,REFUNDED,For clean water initiative
465,325,225,2020-09-07 05:34:28,1940148,CASH,REFUNDED,Matching donation program
466,47,255,2020-04-13 23:01:19,1868246,CARD,RECEIVED,Environmental conservation
467,45,42,2022-03-22 10:59:48,1607244,CASH,RECEIVED,Matching donation program
468,571,232,2022-11-06 22:35:55,2996405,CASH,REFUNDED,In memory of a loved one
469,880,192,2024-08-11 04:14:51,2160466,CARD,RECEIVED,In honor of International Day
470,224,55,2023-01-21 22:39:56,1544853,BANK_TRANSFER,REFUNDED,In honor of International Day
471,23,228,2021-03-02 08:42:14,1730503,CASH,RECEIVED,Regular monthly donation
472,318,97,2024-10-06 16:18:49,1061530,BANK_TRANSFER,REFUNDED,Youth programs support
473,319,49,2023-09-12 01:48:29,579312,BANK_TRANSFER,PENDING,Supporting women's empowerment
474,898,280,2020-03-27 04:20:16,1727505,CASH,REFUNDED,Youth programs support
475,793,107,2022-03-08 16:31:44,2961483,CASH,PENDING,Tax-deductible contribution
476,630,240,2022-08-15 16:58:57,1298171,CARD,REFUNDED,For emergency relief
477,44,214,2024-11-25 00:45:56,2764636,CASH,RECEIVED,Corporate social responsibility
478,804,75,2020-01-19 07:40:38,1114504,BANK_TRANSFER,RECEIVED,Annual contribution
479,227,241,2020-08-13 08:21:01,594778,CARD,RECEIVED,Honored to contribute
480,104,4,2022-12-12 13:51:12,81030,CARD,REFUNDED,Youth programs support
481,582,44,2022-05-03 08:49:21,1586997,CARD,REFUNDED,Corporate social responsibility
482,367,73,2022-10-10 11:01:07,1800350,CASH,RECEIVED,For clean water initiative
483,182,126,2021-12-01 15:45:28,2574644,CASH,REFUNDED,Honored to contribute
484,1115,228,2021-12-19 05:55:51,753075,CASH,RECEIVED,Tax-deductible contribution
485,729,21,2022-08-07 16:48:31,462760,CARD,REFUNDED,In memory of a loved one
486,410,295,2023-04-28 15:30:41,2315993,BANK_TRANSFER,RECEIVED,Corporate social responsibility
487,903,42,2023-05-22 05:45:33,1361161,CARD,REFUNDED,For emergency relief
488,252,181,2024-06-17 08:53:04,1615496,CASH,RECEIVED,In memory of a loved one
489,667,246,2024-03-03 13:25:59,2447558,CASH,REFUNDED,Happy to support
490,858,291,2021-03-25 08:04:30,2492761,CASH,RECEIVED,In honor of International Day
491,563,8,2023-12-08 06:18:54,2410810,CASH,PENDING,In memory of a loved one
492,704,180,2021-10-06 21:05:35,422542,BANK_TRANSFER,REFUNDED,Tax-deductible contribution
493,750,42,2023-06-20 13:05:18,2450654,BANK_TRANSFER,REFUNDED,Youth programs support
494,813,242,2021-01-10 09:54:34,743970,BANK_TRANSFER,REFUNDED,Happy to support
495,1017,39,2020-04-24 03:30:15,80554,CASH,PENDING,Matching donation program
496,1095,244,2021-05-14 07:28:36,2539415,CARD,REFUNDED,Happy to support
497,806,201,2020-03-11 16:40:53,2799113,CASH,REFUNDED,Matching donation program
498,264,238,2024-05-16 21:22:41,1551164,BANK_TRANSFER,RECEIVED,For clean water initiative
499,508,262,2023-02-16 18:53:31,144545,CASH,PENDING,For healthcare services
500,1113,200,2024-01-09 14:40:23,2011790,CASH,REFUNDED,In support of your excellent work
501,292,275,2021-12-06 12:18:36,2634382,BANK_TRANSFER,RECEIVED,Happy to support
502,96,168,2024-09-15 23:27:38,2296922,BANK_TRANSFER,PENDING,For emergency relief
503,500,198,2020-02-23 13:32:11,1737225,CASH,RECEIVED,Matching donation program
504,944,167,2022-10-15 03:43:39,628404,CARD,RECEIVED,Supporting women's empowerment
505,278,1,2024-07-22 17:21:10,682949,CARD,PENDING,Keep up the great work!
506,1012,243,2024-01-05 23:11:22,2638888,CASH,RECEIVED,For the children's program
507,851,273,2024-12-07 02:54:05,844707,BANK_TRANSFER,REFUNDED,Environmental conservation
508,629,11,2023-01-25 20:14:32,1616078,CARD,REFUNDED,Youth programs support
509,441,89,2020-04-24 19:28:37,2735991,CASH,PENDING,Youth programs support
510,371,114,2024-05-16 11:50:26,788172,CASH,PENDING,Quarterly donation
511,518,273,2024-11-17 16:25:24,134031,CARD,RECEIVED,Youth programs support
512,1115,265,2022-01-05 05:51:18,178786,CASH,RECEIVED,Happy to support
513,1100,1,2024-01-23 06:58:15,2961820,BANK_TRANSFER,RECEIVED,Regular monthly donation
514,479,8,2023-09-07 22:23:51,2311560,BANK_TRANSFER,REFUNDED,Annual contribution
515,290,257,2020-12-08 00:38:42,1847019,BANK_TRANSFER,RECEIVED,Supporting women's empowerment
516,480,164,2022-02-16 21:10:35,1966100,CARD,RECEIVED,For emergency relief
517,82,207,2024-04-02 06:18:31,105136,BANK_TRANSFER,REFUNDED,Environmental conservation
518,249,172,2024-10-09 13:22:26,1836868,BANK_TRANSFER,REFUNDED,Youth programs support
519,570,17,2024-11-23 22:33:50,2871006,CARD,REFUNDED,For emergency relief
520,1159,90,2021-11-22 13:45:03,218826,CARD,RECEIVED,Happy to support
521,159,195,2024-09-25 06:54:39,1665280,CASH,PENDING,Youth programs support
522,138,34,2021-06-19 21:11:44,49893,BANK_TRANSFER,RECEIVED,In memory of a loved one
523,588,201,2023-07-27 00:37:04,1829766,CARD,RECEIVED,Annual contribution
524,1065,35,2020-07-07 18:17:38,965846,CARD,RECEIVED,Honored to contribute
525,313,76,2021-06-22 02:55:12,756589,BANK_TRANSFER,PENDING,Supporting women's empowerment
526,1023,270,2024-11-12 06:32:06,530740,CASH,PENDING,Annual contribution
527,241,274,2021-12-05 07:53:09,901512,CARD,REFUNDED,For clean water initiative
528,766,157,2023-10-27 20:38:13,2734906,BANK_TRANSFER,REFUNDED,Tax-deductible contribution
529,213,257,2022-11-04 18:29:55,113701,CARD,REFUNDED,Honored to contribute
530,760,214,2020-07-17 03:46:52,2144597,CASH,RECEIVED,In memory of a loved one
531,77,77,2022-09-14 13:39:49,974951,BANK_TRANSFER,PENDING,Matching donation program
532,104,218,2023-03-15 10:01:09,778155,BANK_TRANSFER,RECEIVED,Regular monthly donation
533,238,131,2021-05-10 05:58:15,2941307,CARD,PENDING,Annual contribution
534,815,95,2021-10-10 06:45:04,599725,CARD,PENDING,In support of your excellent work
535,622,167,2020-06-14 11:21:25,2917553,CARD,REFUNDED,In support of your excellent work
536,651,77,2024-12-09 21:30:48,2954446,BANK_TRANSFER,REFUNDED,In honor of International Day
537,811,141,2022-10-21 01:53:32,2069411,BANK_TRANSFER,PENDING,Keep up the great work!
538,284,239,2023-03-23 12:32:08,2534211,CARD,RECEIVED,Supporting women's empowerment
539,318,172,2020-06-22 18:05:03,1453748,CASH,REFUNDED,Annual contribution
540,683,217,2021-12-15 04:32:45,2200590,CASH,PENDING,For emergency relief
541,20,134,2024-06-15 16:05:41,2281239,CASH,RECEIVED,For healthcare services
542,416,60,2021-10-09 12:59:39,1373605,CARD,REFUNDED,In support of your excellent work
543,40,280,2021-02-22 16:18:13,1240862,BANK_TRANSFER,RECEIVED,Happy to support
544,1026,49,2020-11-01 06:44:09,1284768,BANK_TRANSFER,REFUNDED,In memory of a loved one
545,690,167,2024-12-09 21:49:38,2321067,CARD,REFUNDED,Matching donation program
546,688,208,2024-09-22 22:59:24,1523634,CARD,RECEIVED,In support of your excellent work
547,1037,108,2021-05-22 10:07:50,679102,CARD,RECEIVED,Supporting women's empowerment
548,749,263,2020-08-10 16:19:56,1881951,CARD,PENDING,Quarterly donation
549,641,8,2022-03-05 20:20:48,2154446,CARD,PENDING,In memory of a loved one
550,151,85,2021-01-14 21:22:48,1764462,CARD,REFUNDED,Honored to contribute
551,926,193,2021-01-10 03:41:45,1958926,CARD,PENDING,Keep up the great work!
